cut,color,clarity,item,price,carat,x,y,z,noData
Premium,G,IF,max,11104,1.24,7.02,7,4.2,87
Premium,G,IF,sd,3476,0.33,0.94,0.9,0.6,87
Premium,G,SI1,mean,4303,0.88,5.99,6,3.7,566
Premium,G,SI1,min,431,0.3,4.27,4.2,2.6,566
Premium,G,SI1,max,18741,2.2,8.49,8.4,5.1,566
Premium,G,SI1,sd,3988,0.45,1.06,1,0.6,566
Premium,G,SI2,mean,5617,1.14,6.58,6.5,4,492
Premium,G,SI2,min,394,0.25,4.25,4.2,0,492
Premium,G,SI2,max,18705,3.01,9.44,9.4,5.6,492
Premium,G,SI2,sd,4674,0.52,1.05,1,0.7,492
Premium,G,VS1,mean,4436,0.75,5.64,5.6,3.5,566
Premium,G,VS1,min,382,0.26,4.07,4.1,2.5,566
Premium,G,VS1,max,18419,1.79,7.9,7.9,4.8,566
Premium,G,VS1,sd,4551,0.44,1.11,1.1,0.7,566
Premium,G,VS2,mean,4556,0.81,5.81,5.8,3.5,721
Premium,G,VS2,min,397,0.27,4.11,4.1,2.6,721
Premium,G,VS2,max,18680,2.08,8.27,8.2,5,721
Premium,G,VS2,sd,4288,0.43,1.1,1.1,0.7,721
Premium,G,VVS1,mean,2934,0.54,5.06,5,3.1,171
Premium,G,VVS1,min,531,0.23,3.95,3.9,2.4,171
Premium,G,VVS1,max,17360,1.6,7.58,7.6,4.6,171
Premium,G,VVS1,sd,3926,0.35,0.95,0.9,0.6,171
Premium,G,VVS2,mean,4324,0.69,5.5,5.5,3.4,275
Premium,G,VVS2,min,504,0.23,4.09,4,2.4,275
Premium,G,VVS2,max,18730,1.73,7.76,7.8,4.8,275
Premium,G,VVS2,sd,4517,0.41,1.09,1.1,0.7,275
Premium,H,I1,mean,3904,1.34,6.94,6.9,4.2,46
Premium,H,I1,min,452,0.43,4.78,4.8,0,46
Premium,H,I1,max,12300,3.24,9.44,9.4,5.8,46
Premium,H,I1,sd,2511,0.61,1.03,1,0.9,46
Premium,H,IF,mean,3385,0.6,5.19,5.2,3.2,40
Premium,H,IF,min,739,0.3,4.29,4.3,2.6,40
Premium,H,IF,max,13194,1.54,7.44,7.4,4.6,40
Premium,H,IF,sd,4136,0.43,1.13,1.1,0.7,40
Premium,H,SI1,mean,5708,1.08,6.45,6.4,3.9,655
Premium,H,SI1,min,421,0.3,4.24,4.2,0,655
Premium,H,SI1,max,18795,2.53,8.83,8.8,5.4,655
Premium,H,SI1,sd,4549,0.5,1.08,1.1,0.7,655
Premium,H,SI2,mean,6719,1.33,6.93,7,4.2,521
Premium,H,SI2,min,368,0.3,0,0,0,521
Premium,H,SI2,max,18745,2.75,8.99,58.9,8.1,521
Premium,H,SI2,sd,4702,0.54,1.03,2.5,0.7,521
Premium,H,VS1,mean,3949,0.78,5.69,5.7,3.5,336
Premium,H,VS1,min,382,0.23,4.05,4,2.4,336
Premium,H,VS1,max,18522,2.38,8.62,8.6,5.2,336
Premium,H,VS1,sd,3955,0.47,1.19,1.2,0.7,336
Premium,H,VS2,mean,5554,1,6.26,6.2,3.8,532
Premium,H,VS2,min,471,0.3,4.23,4.2,0,532
Premium,H,VS2,max,18443,2.29,8.45,8.4,5.2,532
Premium,H,VS2,sd,4230,0.47,1.11,1.1,0.7,532
Premium,H,VVS1,mean,1454,0.42,4.71,4.7,2.9,112
Premium,H,VVS1,min,432,0.24,3.96,4,2.4,112
Premium,H,VVS1,max,12336,1.51,7.42,7.4,4.5,112
Premium,H,VVS1,sd,1824,0.23,0.69,0.7,0.4,112
Premium,H,VVS2,mean,2651,0.58,5.14,5.1,3.2,118
Premium,H,VVS2,min,486,0.23,4.04,4,2.4,118
Premium,H,VVS2,max,14866,1.71,7.77,7.8,4.7,118
Premium,H,VVS2,sd,3526,0.41,1.07,1.1,0.6,118
Premium,I,I1,mean,5045,1.61,7.34,7.3,4.5,24
Premium,I,I1,min,1107,0.7,5.69,5.6,3.5,24
Premium,I,I1,max,16193,4.01,10.14,10.1,6.2,24
Premium,I,I1,sd,3990,0.87,1.16,1.2,0.7,24
Premium,I,IF,mean,2359,0.57,5.17,5.2,3.2,23
Premium,I,IF,min,631,0.3,4.32,4.3,2.6,23
Premium,I,IF,max,10332,1.5,7.31,7.2,4.6,23
Premium,I,IF,sd,2677,0.36,0.94,0.9,0.6,23
Premium,I,SI1,mean,6092,1.18,6.61,6.6,4,367
Premium,I,SI1,min,394,0.3,4.29,4.3,0,367
Premium,I,SI1,max,18797,2.52,8.9,8.9,5.3,367
Premium,I,SI1,sd,4821,0.56,1.2,1.2,0.8,367
Premium,I,SI2,mean,7148,1.42,7.11,7.1,4.3,312
Premium,I,SI2,min,500,0.32,4.48,4.4,2.7,312
Premium,I,SI2,max,18559,3.04,9.51,9.5,5.6,312
Premium,I,SI2,sd,4811,0.56,1.02,1,0.6,312
Premium,I,VS1,mean,5339,0.98,6.12,6.1,3.7,221
Premium,I,VS1,min,355,0.24,3.97,3.9,2.5,221
Premium,I,VS1,max,18795,2.55,8.8,8.8,5.4,221
Premium,I,VS1,sd,5028,0.59,1.37,1.4,0.8,221
Premium,I,VS2,mean,7156,1.24,6.7,6.7,4.1,315
Premium,I,VS2,min,334,0.29,4.2,4.2,2.6,315
Premium,I,VS2,max,18823,2.48,8.83,8.8,5.3,315
Premium,I,VS2,sd,5509,0.58,1.24,1.2,0.7,315
Premium,I,VVS1,mean,1831,0.52,5.03,5,3.1,84
Premium,I,VVS1,min,414,0.23,3.98,4,2.4,84
Premium,I,VVS1,max,15654,2.08,8.22,8.2,5.1,84
Premium,I,VVS1,sd,2497,0.3,0.78,0.8,0.5,84
Premium,I,VVS2,mean,3191,0.68,5.4,5.4,3.3,82
Premium,I,VVS2,min,526,0.3,4.28,4.3,2.6,82
Premium,I,VVS2,max,13127,1.72,7.62,7.7,4.8,82
Premium,I,VVS2,sd,3922,0.48,1.2,1.2,0.7,82
Premium,J,I1,mean,4577,1.58,7.28,7.2,4.4,13
Premium,J,I1,min,945,0.72,5.8,5.6,3.6,13
Premium,J,I1,max,15223,4.01,10.02,9.9,6.2,13
Premium,J,I1,sd,4051,0.92,1.21,1.2,0.8,13
Premium,J,IF,mean,7026,1.14,6.37,6.4,3.9,12
Premium,J,IF,min,533,0.32,4.41,4.4,2.7,12
Premium,J,IF,max,18594,2.29,8.49,8.5,5.2,12
Premium,J,IF,sd,6722,0.75,1.59,1.6,1,12
Premium,J,SI1,mean,5727,1.26,6.79,6.7,4.1,209
Premium,J,SI1,min,363,0.3,4.27,4.2,2.6,209
Premium,J,SI1,max,18485,2.57,8.84,8.8,5.5,209
Premium,J,SI1,sd,4308,0.56,1.11,1.1,0.7,209
Premium,J,SI2,mean,7550,1.55,7.34,7.3,4.5,161
Premium,J,SI2,min,405,0.3,4.43,4.2,2.6,161
Premium,J,SI2,max,18710,3.01,9.41,9.3,5.6,161
Premium,J,SI2,sd,4754,0.57,0.97,1,0.6,161
Premium,J,VS1,mean,5817,1.14,6.45,6.4,4,153
Premium,J,VS1,min,394,0.3,4.22,4.2,2.6,153
Premium,J,VS1,max,18706,2.41,8.66,8.6,5.3,153
Premium,J,VS1,sd,4988,0.64,1.39,1.4,0.8,153
Premium,J,VS2,mean,6176,1.25,6.7,6.7,4.1,202
Premium,J,VS2,min,368,0.3,4.28,4.3,2.6,202
Premium,J,VS2,max,18701,3.51,9.66,9.6,6,202
Premium,J,VS2,sd,5015,0.62,1.27,1.3,0.8,202
Premium,J,VVS1,mean,7244,1.22,6.63,6.6,4.1,24
Premium,J,VVS1,min,775,0.39,4.66,4.6,2.9,24
Premium,J,VVS1,max,17891,2.31,8.49,8.4,5.2,24
Premium,J,VVS1,sd,5628,0.63,1.32,1.3,0.8,24
Premium,J,VVS2,mean,6423,1.25,6.84,6.8,4.2,34
Premium,J,VVS2,min,778,0.38,4.72,4.7,2.8,34
Premium,J,VVS2,max,15214,2,8,8,5,34
Premium,J,VVS2,sd,3237,0.38,0.78,0.8,0.5,34
Very Good,D,I1,mean,2623,0.95,6.24,6.2,3.9,5
Very Good,D,I1,min,1715,0.71,5.8,5.7,3.4,5
Very Good,D,I1,max,3816,1.18,6.73,6.9,4.2,5
Very Good,D,I1,sd,768,0.17,0.34,0.4,0.3,5
Very Good,D,IF,mean,10298,0.8,5.87,5.9,3.6,23
Very Good,D,IF,min,1171,0.31,4.33,4.3,2.7,23
Very Good,D,IF,max,18542,1.14,6.83,6.9,4.1,23
Very Good,D,IF,sd,6579,0.27,0.74,0.7,0.5,23
Very Good,D,SI1,mean,3235,0.71,5.57,5.6,3.4,494
Very Good,D,SI1,min,475,0.24,3.95,4,2.5,494
Very Good,D,SI1,max,16286,1.77,7.86,8,4.8,494
Very Good,D,SI1,sd,2895,0.33,0.87,0.9,0.5,494
Very Good,D,SI2,mean,4425,0.93,6.08,6.1,3.8,314
Very Good,D,SI2,min,413,0.23,3.87,3.9,2.5,314
Very Good,D,SI2,max,18526,2.58,9.08,9,5.3,314
Very Good,D,SI2,sd,3791,0.44,1.02,1,0.6,314
Very Good,D,VS1,mean,2955,0.58,5.22,5.3,3.2,175
Very Good,D,VS1,min,357,0.23,3.9,3.9,2.4,175
Very Good,D,VS1,max,16750,1.54,7.51,7.6,4.6,175
Very Good,D,VS1,sd,3130,0.29,0.85,0.9,0.5,175
Very Good,D,VS2,mean,3145,0.63,5.35,5.4,3.3,309
Very Good,D,VS2,min,357,0.23,3.86,3.9,2.4,309
Very Good,D,VS2,max,17153,1.59,7.47,7.6,4.6,309
Very Good,D,VS2,sd,3259,0.31,0.84,0.8,0.5,309
Very Good,D,VVS1,mean,2988,0.47,4.85,4.9,3,52
Very Good,D,VVS1,min,458,0.23,3.9,3.9,2.4,52
Very Good,D,VVS1,max,17932,1.29,7.03,7.1,4.3,52
Very Good,D,VVS1,sd,4199,0.28,0.86,0.9,0.5,52
Very Good,D,VVS2,mean,2615,0.47,4.82,4.9,3,141
Very Good,D,VVS2,min,458,0.23,3.86,3.9,2.4,141
Very Good,D,VVS2,max,17545,1.45,7.25,7.3,4.5,141
Very Good,D,VVS2,sd,3517,0.28,0.87,0.9,0.5,141
Very Good,E,I1,mean,3444,1.07,6.42,6.4,4,22
Very Good,E,I1,min,511,0.39,4.61,4.7,2.9,22
Very Good,E,I1,max,10340,2.18,8.25,8.3,5.1,22
Very Good,E,I1,sd,2166,0.41,0.86,0.9,0.6,22
Very Good,E,IF,mean,4333,0.58,5.19,5.2,3.2,43
Very Good,E,IF,min,492,0.23,3.98,4,2.4,43
Very Good,E,IF,max,12895,1.15,6.78,6.9,4.2,43
Very Good,E,IF,sd,4503,0.32,0.92,0.9,0.6,43
Very Good,E,SI1,mean,3228,0.72,5.59,5.6,3.5,626
Very Good,E,SI1,min,384,0.24,4.06,4.1,2.4,626
Very Good,E,SI1,max,18731,2.02,8.14,8.2,5.1,626
Very Good,E,SI1,sd,3097,0.35,0.89,0.9,0.5,626
Very Good,E,SI2,mean,4279,0.93,6.1,6.1,3.8,445
Very Good,E,SI2,min,393,0.3,4.25,4.3,2.6,445
Very Good,E,SI2,max,18128,2.51,8.65,8.6,5.4,445
Very Good,E,SI2,sd,3858,0.43,0.92,0.9,0.6,445
Very Good,E,VS1,mean,3089,0.61,5.29,5.3,3.4,293
Very Good,E,VS1,min,357,0.23,3.88,3.9,2.4,293
Very Good,E,VS1,max,16988,1.53,7.48,7.5,31.8,293
Very Good,E,VS1,sd,3257,0.3,0.86,0.9,1.7,293
Very Good,E,VS2,mean,3329,0.66,5.43,5.5,3.4,503
Very Good,E,VS2,min,352,0.2,3.74,3.7,2.2,503
Very Good,E,VS2,max,18557,1.72,7.91,7.9,4.8,503
Very Good,E,VS2,sd,3451,0.33,0.9,0.9,0.6,503
Very Good,E,VVS1,mean,1997,0.4,4.58,4.6,2.8,170
Very Good,E,VVS1,min,465,0.23,3.88,3.9,2.4,170
Very Good,E,VVS1,max,15878,1.23,6.9,7,4.2,170
Very Good,E,VVS1,sd,3011,0.25,0.79,0.8,0.5,170
Very Good,E,VVS2,mean,2042,0.43,4.67,4.7,2.9,298
Very Good,E,VVS2,min,458,0.23,3.85,3.9,2.4,298
Very Good,E,VVS2,max,17689,1.51,7.34,7.4,4.4,298
Very Good,E,VVS2,sd,2882,0.26,0.84,0.8,0.5,298
Very Good,F,I1,mean,4253,1.21,6.72,6.7,4.1,13
Very Good,F,I1,min,1188,0.5,5.03,5,3.2,13
Very Good,F,I1,max,9789,2.06,8.31,8.3,4.9,13
Very Good,F,I1,sd,2572,0.47,0.96,1,0.5,13
Very Good,F,IF,mean,4677,0.61,5.23,5.3,3.2,67
Very Good,F,IF,min,485,0.23,3.95,4,2.4,67
Very Good,F,IF,max,18552,1.5,7.32,7.4,4.6,67
Very Good,F,IF,sd,5230,0.38,1.06,1.1,0.7,67
Very Good,F,SI1,mean,3574,0.8,5.8,5.8,3.6,559
Very Good,F,SI1,min,370,0.24,4.02,4,2.5,559
Very Good,F,SI1,max,18759,2.02,8.28,8.3,5.1,559
Very Good,F,SI1,sd,3158,0.35,0.84,0.8,0.5,559
Very Good,F,SI2,mean,4250,0.95,6.16,6.2,3.8,343
Very Good,F,SI2,min,394,0.3,4.2,4.2,2.6,343
Very Good,F,SI2,max,18692,2.48,8.64,8.6,5.4,343
Very Good,F,SI2,sd,3796,0.41,0.89,0.9,0.5,343
Very Good,F,VS1,mean,3881,0.69,5.48,5.5,3.4,293
Very Good,F,VS1,min,357,0.23,3.89,3.9,2.4,293
Very Good,F,VS1,max,17685,1.71,7.61,7.7,4.7,293
Very Good,F,VS1,sd,4032,0.37,0.98,1,0.6,293
Very Good,F,VS2,mean,3996,0.74,5.63,5.7,3.5,466
Very Good,F,VS2,min,381,0.23,3.84,3.9,2.4,466
Very Good,F,VS2,max,18430,1.79,7.88,7.8,4.9,466
Very Good,F,VS2,sd,3790,0.36,0.94,0.9,0.6,466
Very Good,F,VVS1,mean,2827,0.49,4.89,4.9,3,174
Very Good,F,VVS1,min,465,0.23,3.89,3.9,2.4,174
Very Good,F,VVS1,max,18777,1.51,7.36,7.4,4.6,174
Very Good,F,VVS1,sd,3808,0.31,0.92,0.9,0.6,174
Very Good,F,VVS2,mean,3462,0.57,5.1,5.1,3.2,249
Very Good,F,VVS2,min,465,0.23,3.89,3.9,2.4,249
Very Good,F,VVS2,max,17317,1.53,7.58,7.6,4.7,249
Very Good,F,VVS2,sd,4177,0.36,1.04,1,0.6,249
Very Good,G,I1,mean,3195,1.12,6.55,6.5,4,16
Very Good,G,I1,min,929,0.57,5.42,5.5,3.2,16
Very Good,G,I1,max,7834,2.23,8.24,8.2,5.2,16
Very Good,G,I1,sd,2053,0.46,0.8,0.8,0.5,16
Very Good,G,IF,mean,3525,0.6,5.25,5.3,3.2,79
Very Good,G,IF,min,566,0.27,4.2,4.2,2.6,79
Very Good,G,IF,max,15444,1.54,7.55,7.6,4.5,79
Very Good,G,IF,sd,3529,0.33,0.95,1,0.6,79
Very Good,G,SI1,mean,3482,0.79,5.73,5.8,3.6,474
Very Good,G,SI1,min,382,0.28,4.2,4.2,2.6,474
Very Good,G,SI1,max,18818,2.05,8.16,8.2,5.1,474
Very Good,G,SI1,sd,3597,0.4,0.94,0.9,0.6,474
Very Good,G,SI2,mean,4699,1.03,6.31,6.3,3.9,327
Very Good,G,SI2,min,388,0.3,4.28,4.2,2.6,327
Very Good,G,SI2,max,18005,2.52,8.65,8.6,5.4,327
Very Good,G,SI2,sd,3865,0.45,0.95,1,0.6,327
Very Good,G,VS1,mean,3770,0.7,5.5,5.5,3.4,432
Very Good,G,VS1,min,391,0.23,3.93,4,2.5,432
Very Good,G,VS1,max,18014,1.76,7.76,7.9,4.8,432
Very Good,G,VS1,sd,3987,0.39,1.02,1,0.6,432
Very Good,G,VS2,mean,4427,0.81,5.79,5.8,3.6,479
Very Good,G,VS2,min,369,0.23,3.91,3.9,2.5,479
Very Good,G,VS2,max,18691,1.83,7.89,8,4.8,479
Very Good,G,VS2,sd,3964,0.39,0.99,1,0.6,479
Very Good,G,VVS1,mean,2719,0.52,4.99,5,3.1,190
Very Good,G,VVS1,min,414,0.23,3.92,4,2.4,190
Very Good,G,VVS1,max,15334,1.56,7.48,7.6,5.1,190
Very Good,G,VVS1,sd,3489,0.33,0.93,0.9,0.6,190
Very Good,G,VVS2,mean,3712,0.65,5.35,5.4,3.3,302
Very Good,G,VVS2,min,354,0.23,3.88,3.9,2.4,302
Very Good,G,VVS2,max,18211,1.76,7.81,7.9,4.8,302
Very Good,G,VVS2,sd,4014,0.38,1.01,1,0.6,302
Very Good,H,I1,mean,5259,1.65,7.46,7.4,4.6,12
Very Good,H,I1,min,2850,1.01,6.39,6.3,4,12
Very Good,H,I1,max,11119,3,9.23,9.1,5.8,12
Very Good,H,I1,sd,2481,0.61,0.9,0.9,0.6,12
Very Good,H,IF,mean,2648,0.56,5.11,5.1,3.2,29
Very Good,H,IF,min,369,0.23,3.89,3.9,2.5,29
Very Good,H,IF,max,13369,1.53,7.34,7.3,4.6,29
Very Good,H,IF,sd,3385,0.35,0.94,0.9,0.6,29
Very Good,H,SI1,mean,4934,0.97,6.15,6.2,3.8,547
Very Good,H,SI1,min,337,0.26,4.07,4.1,2.5,547
Very Good,H,SI1,max,18803,2.48,8.6,8.6,5.4,547
Very Good,H,SI1,sd,4393,0.47,1.07,1.1,0.7,547
Very Good,H,SI2,mean,6112,1.23,6.71,6.7,4.2,343
Very Good,H,SI2,min,393,0.29,4.26,4.2,2.6,343
Very Good,H,SI2,max,18508,2.74,8.88,8.8,5.6,343
Very Good,H,SI2,sd,4477,0.52,0.97,1,0.6,343
Very Good,H,VS1,mean,3750,0.77,5.68,5.7,3.5,257
Very Good,H,VS1,min,338,0.23,3.94,4,2.4,257
Very Good,H,VS1,max,15930,2.01,8.04,8,5.1,257
Very Good,H,VS1,sd,3415,0.4,1.02,1,0.6,257
Very Good,H,VS2,mean,4620,0.89,5.95,6,3.7,376
Very Good,H,VS2,min,376,0.28,0,0,0,376
Very Good,H,VS2,max,18561,2.2,8.25,8.2,5.2,376
Very Good,H,VS2,sd,4035,0.45,1.11,1.1,0.7,376
Very Good,H,VVS1,mean,2042,0.5,4.94,5,3.1,115
Very Good,H,VVS1,min,434,0.23,3.94,4,2.4,115
Very Good,H,VVS1,max,13211,1.63,7.68,7.8,4.6,115
Very Good,H,VVS1,sd,2569,0.3,0.84,0.8,0.5,115
Very Good,H,VVS2,mean,2768,0.59,5.15,5.2,3.2,145
Very Good,H,VVS2,min,378,0.23,3.91,3.9,2.4,145
Very Good,H,VVS2,max,17267,1.86,8.07,8.1,4.8,145
Very Good,H,VVS2,sd,3669,0.41,1.09,1.1,0.7,145
Very Good,I,I1,mean,6045,1.77,7.45,7.5,4.6,8
Very Good,I,I1,min,1235,0.7,5.62,5.6,3.5,8
Very Good,I,I1,max,15984,4,10.01,9.9,6.3,8
Very Good,I,I1,sd,4941,1.1,1.46,1.4,0.9,8
Very Good,I,IF,mean,4094,0.76,5.64,5.7,3.5,19
Very Good,I,IF,min,673,0.3,4.26,4.2,2.7,19
Very Good,I,IF,max,12291,1.51,7.32,7.4,4.6,19
Very Good,I,IF,sd,4230,0.47,1.15,1.2,0.7,19
Very Good,I,SI1,mean,5195,1.07,6.33,6.4,3.9,358
Very Good,I,SI1,min,382,0.26,4.2,4.2,2.5,358
Very Good,I,SI1,max,18371,2.33,8.55,8.6,5.4,358
Very Good,I,SI1,sd,4460,0.51,1.1,1.1,0.7,358
Very Good,I,SI2,mean,6622,1.33,6.88,6.9,4.3,200
Very Good,I,SI2,min,383,0.3,4.3,4.3,2.7,200
Very Good,I,SI2,max,18090,3.04,9.14,9.1,5.8,200
Very Good,I,SI2,sd,4739,0.56,1.02,1,0.6,200
Very Good,I,VS1,mean,5277,0.99,6.15,6.2,3.8,205
Very Good,I,VS1,min,397,0.24,3.98,4,2.5,205
Very Good,I,VS1,max,18500,2.09,8.24,8.2,5.1,205
Very Good,I,VS1,sd,4731,0.51,1.17,1.2,0.7,205
Very Good,I,VS2,mean,5755,1.07,6.34,6.4,3.9,274
Very Good,I,VS2,min,379,0.28,4.16,4.2,2.6,274
Very Good,I,VS2,max,18281,2.16,8.48,8.6,5.1,274
Very Good,I,VS2,sd,5065,0.53,1.14,1.1,0.7,274
Very Good,I,VVS1,mean,2056,0.57,5.17,5.2,3.2,69
Very Good,I,VVS1,min,336,0.24,3.95,4,2.5,69
Very Good,I,VVS1,max,11512,1.6,7.6,7.7,4.6,69
Very Good,I,VVS1,sd,2310,0.29,0.78,0.8,0.5,69
Very Good,I,VVS2,mean,3060,0.7,5.48,5.5,3.4,71
Very Good,I,VVS2,min,427,0.25,4.03,4,2.5,71
Very Good,I,VVS2,max,15952,2.01,7.92,7.8,5,71
Very Good,I,VVS2,sd,3607,0.43,1.05,1.1,0.7,71
Very Good,J,I1,mean,4478,1.46,7.18,7.2,4.4,8
Very Good,J,I1,min,2048,0.91,6.12,6.1,3.8,8
Very Good,J,I1,max,10437,2.63,8.76,8.8,5.5,8
Very Good,J,I1,sd,2693,0.54,0.8,0.8,0.5,8
Very Good,J,IF,mean,1074,0.46,4.9,4.9,3,8
Very Good,J,IF,min,529,0.33,4.47,4.5,2.7,8
Very Good,J,IF,max,2277,0.74,5.82,5.9,3.5,8
Very Good,J,IF,sd,582,0.13,0.46,0.5,0.2,8
Very Good,J,SI1,mean,5027,1.14,6.48,6.5,4,182
Very Good,J,SI1,min,351,0.3,4.21,4.2,2.6,182
Very Good,J,SI1,max,17472,2.51,8.58,8.7,5.5,182
Very Good,J,SI1,sd,4097,0.55,1.1,1.1,0.7,182
Very Good,J,SI2,mean,5993,1.36,6.95,7,4.3,128
Very Good,J,SI2,min,430,0.31,4.35,4.3,2.8,128
Very Good,J,SI2,max,17164,2.74,8.87,8.9,5.5,128
Very Good,J,SI2,sd,3828,0.52,0.93,0.9,0.6,128
Very Good,J,VS1,mean,4340,0.96,6.09,6.1,3.8,120
Very Good,J,VS1,min,394,0.3,4.24,4.2,2.6,120
Very Good,J,VS1,max,17920,2.39,8.71,8.8,5.2,120
Very Good,J,VS1,sd,3869,0.52,1.19,1.2,0.7,120
Very Good,J,VS2,mean,5326,1.14,6.48,6.5,4,184
Very Good,J,VS2,min,357,0.3,4.26,4.2,2.6,184
Very Good,J,VS2,max,18430,2.44,8.89,8.9,5.3,184
Very Good,J,VS2,sd,4505,0.57,1.14,1.1,0.7,184
Very Good,J,VVS1,mean,3176,0.77,5.66,5.7,3.5,19
Very Good,J,VVS1,min,544,0.32,4.42,4.5,2.7,19
Very Good,J,VVS1,max,10808,1.7,7.56,7.6,4.8,19
Very Good,J,VVS1,sd,3213,0.43,0.98,1,0.7,19
Very Good,J,VVS2,mean,5960,1.1,6.34,6.4,4,29
Very Good,J,VVS2,min,336,0.24,3.94,4,2.5,29
Very Good,J,VVS2,max,16043,2.03,7.97,8,5,29
Very Good,J,VVS2,sd,4386,0.54,1.22,1.2,0.8,29
